Unit: ~~~~
R1   L1   R2   L2   R3   L3   R4   L4
415.914    31.5964    314.119    69.451    251.297    68.3358    453.62    31.4316
701.46    22.7302    291.581    48.5653    389.241    89.8038    308.092    123.884
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    275.056
581.69    36.6338    271.714    57.0086    279.008    190.354    355.838    119.374
291.719    187.942    400.41    21.1042    726.104    51.1802    270.417    187.459
250.168    460.044    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    189.788    167.837
250.168    143.715    344.287    20.8954    67.5173    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    149.099    167.837
250.168    393.971    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    109.816    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    518.7
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    314.776
366.993    183.086    393.956    24.6309    283.54    55.2837    262.421    43.4291
250.168    143.715    344.287    20.8954    472.144    102.592    21.4228    167.837
299.089    36.3811    377.781    48.7136    361.957    27.3556    314.501    70.4288
282.792    141.117    323.595    34.2882    316.546    30.9867    371.265    106.311
380.161    152.417    291.749    46.5108    588.511    27.839    429.22    69.7147
372.99    28.7619    259.766    76.4769    603.664    21.8567    388.661    42.9182
413.823    54.4871    277.1    34.5244    288.011    161.64    420.309    183.229
250.168    143.715    344.287    20.8954    44.4234    102.592    261.856    167.837
370.197    120.264    319.399    22.6093    325.198    50.1914    342.654    140.502
250.168    143.715    344.287    20.8954    472.144    366.642    261.856    167.837
167.205    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
537.652    34.1618    271.073    52.0042    538.247    35.689    401.631    41.5613
250.168    143.715    45.0551    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    378.803    261.856    167.837
465.262    87.9141    381.138    44.5277    405.995    44.5442    317.37    61.1945
383.717    29.1958    360.111    39.5892    493.995    48.5543    365.04    142.232
250.168    143.715    344.287    20.8954    93.5777    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    409.368
283.006    186.953    263.291    38.9575    416.799    98.0822    387.761    176.104
364.719    62.6118    302.858    42.1546    323.382    169.512    314.577    145.627
250.168    143.715    344.287    20.8954    472.144    344.15    261.856    167.837
250.168    351.077    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    186.464    102.592    261.856    167.837
250.168    143.715    186.739    20.8954    472.144    102.592    261.856    167.837
167.106    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
482.917    20.6757    278.489    81.2726    701.292    23.3509    606.182    44.297
250.168    143.715    122.33    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    125.505    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    64.3587    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    304.781    261.856    167.837
250.168    143.715    344.287    20.8954    107.322    102.592    261.856    167.837
383.091    53.4709    289.079    50.2847    423.33    175.994    252.884    140.71
407.857    30.5033    290.147    92.3966    264.435    54.8662    258.835    135.453
548.517    30.1791    256.287    72.8019    360.294    136.382    615.017    23.1312
437.689    169.776    267.029    23.296    307.222    85.4146    277.238    116.864
250.168    285.325    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    199.324    167.837
250.168    143.715    344.287    20.8954    39.4244    102.592    261.856    167.837
452.307    173.918    325.411    22.7577    686.766    38.8037    493.828    28.1356
198.682    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    48.796    102.592    261.856    167.837
250.168    143.715    87.7767    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    140.172    20.8954    472.144    102.592    261.856    167.837
659.238    58.9642    365.436    22.5159    489.067    64.2103    287.523    133.674
250.168    143.715    187.266    20.8954    472.144    102.592    261.856    167.837
391.667    132.449    288.865    24.098    286.546    80.2509    370.64    110.948
285.875    136.695    334.994    33.7718    370.838    68.0557    312.563    168.831
385.456    37.4633    408.559    40.9735    363.178    107.311    326.067    38.7927
318.194    137.228    336.093    37.2271    358.188    197.012    269.425    137.349
250.168    143.715    344.287    20.8954    118.787    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    366.565
250.168    143.715    344.287    20.8954    51.5043    102.592    261.856    167.837
76.3616    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
388.401    170.457    359.287    30.7779    303.041    63.5017    322.939    185.289
533.09    34.4859    257.172    26.5151    386.845    183.229    368.381    193.798
364.078    22.9389    291.81    72.291    657.01    27.6742    546.976    31.5195
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    302.705
250.168    143.715    344.287    20.8954    472.144    102.592    47.5875    167.837
343.112    51.5867    303.682    28.5311    444.357    114.656    633.511    56.7833
524.529    69.5883    303.072    28.6135    546.716    60.9583    293.443    190.952
171.638    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
270.295    125.011    341.372    35.3978    406.743    64.8476    375.416    167.161
276.856    80.8496    398.35    28.5092    444.998    92.4406    343.921    94.3193
505.089    21.7084    293.825    53.6137    321.871    144.951    300.386    181.509
250.168    143.715    344.287    20.8954    472.144    265.824    261.856    167.837
748.55    34.1234    260.163    34.799    371.876    195.754    302.065    55.031
250.168    312.09    344.287    20.8954    472.144    102.592    261.856    167.837
305.971    81.6681    442.16    22.8565    495.247    90.0674    280.519    199.714
87.2109    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    41.8635    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    93.2481    167.837
250.168    143.715    103.12    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    70.5332    102.592    261.856    167.837
338.626    66.9955    263.611    78.7512    323.855    102.081    345.172    186.195
250.168    143.715    344.287    20.8954    472.144    342.166    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    332.369    261.856    167.837
250.168    143.715    344.287    20.8954    175.796    102.592    261.856    167.837
250.168    486.854    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    441.137    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    388.035    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    158.042    102.592    261.856    167.837
352.283    194.237    251.511    22.7631    398.289    80.119    250.87    115.447
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    274.354
475.166    125.988    316.21    22.2138    419.271    41.0669    674.345    22.9939
250.168    143.715    344.287    20.8954    472.144    102.592    151.719    167.837
620.22    36.6778    260.498    45.7088    256.439    67.2591    555.994    115.024
352.405    99.7851    269.425    25.2571    390.339    133.624    274.171    142.6
568.903    39.743    338.321    48.8345    360.63    49.6915    550.226    35.4363
394.444    125.609    324.145    50.2078    530.404    44.0608    399.052    45.0111
250.168    143.715    344.287    20.8954    111.986    102.592    261.856    167.837
160.756    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
299.577    25.6252    397.023    39.6881    599.422    24.1694    398.228    100.181
250.168    143.715    344.287    20.8954    52.3392    102.592    261.856    167.837
250.168    143.715    184.591    20.8954    472.144    102.592    261.856    167.837
289.842    105.229    259.415    36.914    637.707    99.5764    272.187    177.659
151.131    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    331.317    261.856    167.837
327.303    71.3462    272.462    27.5698    342.441    35.3209    444.494    132.416
250.168    143.715    149.632    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    48.1973    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    313.173    261.856    167.837
681.211    35.3044    256.348    64.1169    397.496    70.8847    338.076    140.524
175.439    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
254.776    32.9862    354.099    47.7029    705.26    22.2468    529.244    46.4229
250.168    476.386    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    172.616    102.592    261.856    167.837
526.498    20.0439    305.818    35.0078    506.996    40.4132    489.494    127.625
130.844    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    91.9077    167.837
250.168    143.715    344.287    20.8954    133.761    102.592    261.856    167.837
262.482    78.6633    535.974    25.0868    328.234    58.7664    275.285    44.1816
250.656    132.679    375.324    22.2413    573.893    50.9714    326.342    120.231
359.577    88.6557    287.629    50.1749    566.996    52.1415    346.927    153.351
558.786    28.3938    408.376    20.9778    476.402    42.9511    284.135    151.269
296.953    38.0786    283.769    69.6927    351.489    146.369    311.251    144.825
376.148    127.548    351.291    23.0708    266.633    146.715    343.142    24.1585
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    517.953
280.641    74.9498    291.566    66.3912    325.747    98.8952    330.889    84.261
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    311.113
335.498    26.6524    335.009    30.2945    344.18    39.5288    261.261    125.247
254.227    151.17    350.436    23.9167    602.87    51.6526    253.876    69.7916
130.224    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
298.296    77.5866    320.284    38.2598    287.431    53.817    690.794    66.4846
610.668    28.5366    279.511    49.6805    345.691    81.2397    385.304    73.5105
286.729    45.2089    266.465    100.038    640.988    22.4445    384.449    21.0273
725.402    43.1709    297.212    51.1582    568.873    38.7652    253.052    55.1958
440.329    197.808    287.263    25.5318    384.022    23.7794    361.118    165.48
250.168    143.715    133.652    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    272.355
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    477.897
714.949    24.2299    298.799    69.2093    441.794    97.9888    310.579    22.461
250.168    143.715    344.287    20.8954    472.144    102.592    118.798    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    146.753    167.837
250.168    143.715    155.125    20.8954    472.144    102.592    261.856    167.837
619.274    73.0601    266.694    47.3238    331.744    102.708    398.793    23.6256
438.665    108.728    367.405    31.3492    296.648    163.294    321.429    42.8852
425.13    28.5366    422.353    24.3452    272.416    125.933    450.079    55.9923
304.933    110.492    276.811    44.1157    571.085    61.8372    257.904    163.398
363.681    39.6716    327.593    61.1066    279.084    37.7105    354.053    97.2912
323.916    54.5585    284.059    41.1274    278.993    24.6638    441.61    153.021
630.169    98.2745    258.194    30.2835    291.932    34.6178    327.029    183.778
258.103    120.193    250.32    56.657    283.586    174.324    287.843    25.2297
437.124    61.1451    391.408    24.8067    294.359    187.069    299.303    164.909
286.18    45.1759    254.929    121.187    571.345    34.2662    410.146    39.743
478.355    176.999    264.893    37.7929    271.332    25.6691    476.035    66.8966
346.271    70.6265    269.105    39.3695    349.933    173.253    291.292    106.668
250.168    439.718    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    395.619    344.287    20.8954    472.144    102.592    261.856    167.837
449.255    120.039    344.15    26.9051    449.911    75.5925    330.203    160.107
349.963    134.536    287.172    22.9279    360.34    162.64    374.485    183.954
250.168    143.715    344.287    20.8954    472.144    352.268    261.856    167.837
250.168    418.783    344.287    20.8954    472.144    102.592    261.856    167.837
651.502    56.3878    252.518    63.1227    372.715    129.004    441.076    38.8147
528.268    69.7201    255.432    96.0936    367.557    67.1548    260.666    77.1526
250.168    143.715    344.287    20.8954    472.144    102.592    38.5784    167.837
250.168    143.715    344.287    20.8954    472.144    380.329    261.856    167.837
326.617    69.5938    258.911    84.1182    368.397    89.2929    434.622    72.8678
315.294    184.893    259.4    90.4355    435.064    27.1303    359.775    90.3476
250.168    311.892    344.287    20.8954    472.144    102.592    261.856    167.837
653.394    39.743    412.725    24.5979    369.282    91.677    292.817    40.4187
250.168    143.715    344.287    20.8954    472.144    102.592    79.4598    167.837
564.722    56.3549    291.993    55.3441    252.335    154.521    342.273    76.2297
250.168    143.715    344.287    20.8954    472.144    102.592    171.643    167.837
453.482    32.5852    299.196    26.4986    306.261    191.106    455.908    103.691
250.168    143.715    344.287    20.8954    472.144    290.04    261.856    167.837
338.229    124.192    273.453    47.203    330.081    25.8394    332.034    148.692
501.976    69.5114    280.274    54.1136    634.365    25.5867    264.771    183.542
516.228    143.77    270.005    36.3756    397.694    39.353    250.58    138.398
