Unit: ~~~~
R1   L1   R2   L2   R3   L3   R4   L4
316.21    122.17    286.286    26.5206    263.672    126.681    367.481    126.488
268.769    172.275    270.707    78.081    328.478    56.256    323.168    79.5422
678.083    34.5244    284.532    78.7237    420.873    65.7045    340.075    20.7471
122.017    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
43.7367    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
312.609    25.9877    284.867    59.0191    310.808    188.843    361.957    109.333
517.129    61.156    389.134    28.4597    301.424    128.296    365.329    40.9516
318.377    139.288    314.119    71.7307    417.547    54.8442    336.489    37.0513
523.904    57.3162    255.982    67.9952    476.508    56.4977    383.152    96.5606
367.267    144.171    262.101    56.3439    257.538    73.5929    305.727    104.834
532.052    61.3868    271.851    36.3427    325.213    150.357    387.165    148.209
250.168    143.715    344.287    20.8954    472.144    281.77    261.856    167.837
250.168    143.715    166.496    20.8954    472.144    102.592    261.856    167.837
414.266    39.9738    278.092    47.5436    259.827    72.6316    736.328    58.0358
78.8226    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
260.468    181.136    293.718    79.5422    430.425    22.9444    435.156    64.886
444.51    107.855    276.627    41.3031    286.348    41.869    357.654    186.832
478.996    162.376    280.717    20.3241    300.645    79.8224    393.788    156.081
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    419.561
110.838    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
176.516    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    88.9029    102.592    261.856    167.837
304.384    173.484    296.846    54.9321    507.485    70.3024    271.332    126.148
250.168    143.715    344.287    20.8954    472.144    345.401    261.856    167.837
528.527    128.438    378.33    24.7572    264.954    62.5349    314.119    149.665
250.168    143.715    344.287    20.8954    92.1494    102.592    261.856    167.837
380.528    171.77    413.518    33.184    260.788    79.4104    263.779    85.5629
297.594    108.184    296.571    68.182    292.573    49.4333    578.135    38.5894
138.854    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
165.766    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
567.286    73.1755    325.488    20.7801    445.029    54.3223    270.005    31.5854
290.193    37.9852    258.576    28.2839    504.494    61.6889    642.163    110.398
347.903    21.7249    429.022    37.9192    510.887    38.4521    462.088    50.4056
421.499    199.467    283.799    21.0218    416.585    159.756    361.27    22.3676
250.168    143.715    344.287    20.8954    472.144    102.592    112.634    167.837
524.239    21.5271    263.932    54.6739    498.344    26.9875    288.972    25.2626
339.084    35.5187    275.178    22.2193    640.591    56.5142    419.668    187.832
250.168    143.715    344.287    20.8954    472.144    102.592    49.631    167.837
436.407    124.972    296.861    27.8994    366.718    147.017    701.964    40.8087
321.917    40.3253    357.257    23.0488    398.946    115.046    436.575    32.5358
694.899    21.9556    322.344    26.7513    367.74    192.892    472.159    81.2836
571.039    39.9243    283.158    48.1698    506.874    45.3847    462.455    33.9146
282.96    152.367    282.853    21.9941    280.931    133.289    428.747    195.567
250.168    143.715    344.287    20.8954    158.893    102.592    261.856    167.837
298.708    28.8553    394.81    21.0218    571.436    93.6821    555.063    45.6099
250.168    143.715    344.287    20.8954    472.144    374.439    261.856    167.837
250.168    143.715    344.287    20.8954    52.9765    102.592    261.856    167.837
378.315    23.4169    253.25    97.044    381.077    66.111    336.459    82.646
451.453    85.7552    261.093    100.714    280.091    40.6714    527.291    30.3769
250.168    143.715    344.287    20.8954    41.1328    102.592    261.856    167.837
121.544    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    197.297    20.8954    472.144    102.592    261.856    167.837
250.168    475.867    344.287    20.8954    472.144    102.592    261.856    167.837
303.926    28.8882    298.601    69.1433    514.275    45.5165    689.421    36.4635
321.566    120.11    420.232    21.5656    325.961    134.41    413.366    34.1948
309.618    98.7634    380.558    20.0879    392.537    59.0246    637.539    79.4873
250.168    143.715    344.287    20.8954    472.144    291.322    261.856    167.837
313.143    122.967    392.628    23.2026    269.44    81.5748    452.551    112.173
250.168    143.715    344.287    20.8954    40.6659    102.592    261.856    167.837
473.319    76.1748    253.708    56.1406    451.605    65.5013    389.698    46.1702
250.168    143.715    344.287    20.8954    472.144    102.592    153.439    167.837
440.237    59.4586    286.5    20.7141    424.993    157.443    582.972    31.3602
250.168    314.745    344.287    20.8954    472.144    102.592    261.856    167.837
260.727    48.4664    287.553    47.4996    436.926    95.4454    289.918    36.1779
649.579    49.1806    362.461    22.4006    413.381    170.792    423.788    50.2353
260.331    67.4349    251.251    112.469    361.438    82.7833    293.916    75.5266
250.168    143.715    344.287    20.8954    472.144    313.341    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    47.5436    167.837
250.168    281.48    344.287    20.8954    472.144    102.592    261.856    167.837
289.018    101.62    321.169    26.147    315.294    198.083    466.987    122.566
318.529    113.969    364.383    35.5132    437.704    58.4094    278.748    196.907
285.905    113.584    482.322    27.1853    382.908    38.2049    357.379    133.531
315.813    116.216    277.009    35.1836    365.192    196.671    582.957    68.2754
271.912    197.61    333.041    26.191    325.732    54.7069    393.467    154.345
322.909    137.947    483.558    24.0761    576.456    28.4652    261.765    27.5643
437.292    41.5833    321.398    26.1086    333.254    197.231    482.597    85.096
250.168    143.715    344.287    20.8954    472.144    314.241    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    358.448    261.856    167.837
324.313    91.8363    255.295    50.0211    658.277    53.8829    465.14    34.81
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    493.751
250.168    143.715    344.287    20.8954    472.144    102.592    116.238    167.837
486.366    154.29    297.334    25.9713    375.874    71.9175    250.641    54.2729
697.996    57.4206    289.628    48.3291    298.616    136.255    311.51    82.2669
295.305    150.956    265.992    23.5542    309.709    115.661    308.779    112.178
250.168    143.715    344.287    20.8954    472.144    268.891    261.856    167.837
378.178    50.6143    284.623    54.3333    417.943    38.8696    607.433    33.7004
426.016    47.7578    282.426    91.3254    619.9    22.2028    475.898    30.8658
406.667    93.5008    287.461    44.7969    272.858    100.225    276.49    169.567
364.734    26.993    276.994    40.0122    649.67    40.8032    427.45    24.8396
688.276    27.3501    290.925    78.9764    393.574    29.1244    473.991    44.6046
250.168    143.715    28.8662    20.8954    472.144    102.592    261.856    167.837
404.378    71.511    253.159    34.6178    255.417    148.511    467.948    155.9
677.9    35.6285    412.038    30.5033    332.385    56.1791    333.422    45.132
436.27    22.5599    344.134    53.372    673.582    27.2567    403.722    20.6207
250.168    143.715    344.287    20.8954    116.315    102.592    261.856    167.837
298.311    172.995    396.611    28.9816    347.171    56.8273    270.875    129.735
250.168    143.715    344.287    20.8954    472.144    102.592    51.1966    167.837
43.451    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
293.657    184.069    313.356    44.1102    296.174    143.402    729.614    26.7403
250.168    143.715    344.287    20.8954    185.421    102.592    261.856    167.837
250.168    491.386    344.287    20.8954    472.144    102.592    261.856    167.837
382.267    166.035    297.304    43.1544    392.155    79.7455    319.475    150.456
250.168    143.715    344.287    20.8954    158.784    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    339.282
281.846    49.4443    342.471    29.5639    272.477    106.525    400.426    186.129
250.168    143.715    344.287    20.8954    472.144    102.592    62.0734    167.837
250.168    446.036    344.287    20.8954    472.144    102.592    261.856    167.837
291.795    102.982    258.011    51.5976    349.384    138.568    255.585    162.739
250.168    143.715    23.719    20.8954    472.144    102.592    261.856    167.837
300.722    164.074    327.334    25.8998    345.141    70.9671    309.725    157.954
638.272    78.3172    255.676    71.478    344.562    21.637    271.516    118.1
419.866    58.4313    250.183    47.2524    436.85    116.573    378.803    189.326
250.168    143.715    344.287    20.8954    472.144    315.798    261.856    167.837
669.019    21.615    250.229    38.6059    298.143    177.999    255.127    149.818
394.093    100.823    407.521    21.6041    285.752    189.623    281.114    57.2832
294.038    92.7702    263.535    29.5969    489.067    63.0348    318.255    165.98
159.234    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
276.063    152.148    263.321    90.8695    377.995    23.8673    272.523    145.264
735.687    39.8254    265.687    51.3724    489.738    35.3374    264.679    170.468
250.168    143.715    344.287    20.8954    189.321    102.592    261.856    167.837
250.168    143.715    102.109    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    169.748    102.592    261.856    167.837
339.74    147.819    278.169    34.5024    331.072    158.833    320.07    109.151
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    509.377
250.168    143.715    36.2163    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    125.219    102.592    261.856    167.837
250.168    143.715    109.162    20.8954    472.144    102.592    261.856    167.837
270.524    115.595    343.448    23.3125    323.84    22.1754    300.798    127.697
250.168    143.715    146.001    20.8954    472.144    102.592    261.856    167.837
324.618    162.514    254.013    77.7075    274.873    27.5369    644.269    20.7416
606.761    32.0579    303.697    52.3777    319.246    58.0908    444.693    99.1589
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    421.056
250.168    143.715    344.287    20.8954    49.5651    102.592    261.856    167.837
411.199    54.6355    416.478    21.3239    256.317    181.987    284.318    91.8528
250.168    143.715    344.287    20.8954    472.144    261.719    261.856    167.837
335.177    79.8224    295.625    32.7116    590.449    104.965    251.617    103.35
386.845    29.1958    302.202    78.526    488.182    54.5091    552.835    23.1202
199.665    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    180.735    167.837
423.437    122.121    320.376    29.5035    449.057    153.526    264.71    89.8477
250.168    143.715    151.335    20.8954    472.144    102.592    261.856    167.837
250.168    297.823    344.287    20.8954    472.144    102.592    261.856    167.837
588.313    82.602    297.639    40.9076    626.247    26.7733    258.606    189.002
250.168    143.715    194.254    20.8954    472.144    102.592    261.856    167.837
142.265    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
669.431    20.5713    281.053    40.0507    429.037    35.1341    598.796    43.2807
250.168    519.524    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    156.372    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    521.874
250.168    143.715    344.287    20.8954    58.5797    102.592    261.856    167.837
492.317    150.247    291.246    31.915    557.886    53.3775    480.14    24.1365
250.168    267.411    344.287    20.8954    472.144    102.592    261.856    167.837
158.322    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
546.487    26.9106    334.368    51.68    409.703    23.4443    495.308    83.3656
358.341    53.4764    355.808    24.3233    437.674    91.243    392.506    23.8728
296.48    148.17    354.175    27.1249    497.291    82.2175    300.172    90.2707
250.168    143.715    344.287    20.8954    472.144    357.776    261.856    167.837
262.238    169.144    259.644    54.9596    274.979    59.6948    310.579    87.513
253.54    93.8578    478.126    21.4722    365.207    160.602    316.561    167.1
458.045    35.4582    286.699    43.4675    418.477    179.213    342.761    92.6988
265.458    25.6801    266.938    61.579    420.171    186.146    293.733    92.0341
322.39    197.517    277.924    64.1609    396.199    67.5118    488.716    26.0097
266.282    175.022    250.32    43.3357    277.497    94.5335    584.422    39.3255
317.583    49.8453    267.685    62.7546    333.193    95.2916    266.007    29.6463
500.969    100.021    371.83    30.0198    376.926    119.281    328.875    27.9159
250.168    143.715    344.287    20.8954    472.144    356.769    261.856    167.837
262.131    69.9783    392.491    27.2457    292.192    198.693    415.273    27.7511
327.059    128.905    257.309    45.7637    381.153    45.5605    496.574    147.808
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    288.575
250.168    143.715    344.287    20.8954    472.144    283.952    261.856    167.837
357.837    82.6569    283.464    60.2332    450.873    81.1133    450.156    57.7007
311.693    115.567    297.044    40.7868    302.797    20.7196    516.518    146.154
335.894    49.697    282.884    42.8138    638.913    46.4779    679.456    29.3606
507.897    114.002    368.793    20.7196    316.622    132.861    481.468    66.2099
525.658    39.4848    403.951    23.6641    298.967    126.774    418.31    126.06
316.332    20.3351    424.581    36.3701    668.226    41.6053    271.073    38.6663
252.915    194.161    277.528    29.2727    563.44    65.8913    452.109    71.7307
250.168    143.715    126.681    20.8954    472.144    102.592    261.856    167.837
372.028    20.9339    250.565    51.3779    310.533    108.827    503.319    84.0083
250.168    143.715    185.893    20.8954    472.144    102.592    261.856    167.837
660.413    84.294    255.142    29.6738    612.041    36.9304    262.36    103.702
250.168    445.09    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    478.172    344.287    20.8954    472.144    102.592    261.856    167.837
678.617    29.6298    285.463    42.7973    546.365    37.4358    385.411    98.1976
364.841    42.6215    362.568    49.5871    540.689    44.0278    269.379    179.197
250.168    381.245    344.287    20.8954    472.144    102.592    261.856    167.837
156.355    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    114.87    167.837
401.555    24.7572    310.747    25.6032    274.964    142.562    448.935    143.397
254.608    22.917    364.124    27.6907    700.728    81.6352    352.374    70.22
497.261    128.719    289.399    41.2372    251.968    29.6573    275.407    143.886
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    332.415
569.407    44.2586    303.362    26.1141    468.238    141.282    323.061    163.535
386.753    85.7332    346.088    57.2668    579.402    37.2436    284.944    37.1172
252.67    109.591    273.24    53.4159    253.342    60.5243    442.404    93.1107
250.168    291.993    344.287    20.8954    472.144    102.592    261.856    167.837
658.322    89.8752    252.686    35.2824    338.733    93.6821    456.046    20.8679
398.915    64.2708    330.493    39.1388    316.698    188.98    346.484    93.1822
413.884    53.3445    259.445    28.5916    290.376    108.404    319.414    74.406
250.168    438.589    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    282.914    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    334.246    344.287    20.8954    472.144    102.592    261.856    167.837
327.67    61.0407    256.256    78.7402    255.966    142.776    309.679    188.849
250.168    143.715    344.287    20.8954    472.144    102.592    37.6336    167.837
378.285    116.177    399.449    22.9389    306.719    63.5072    284.349    142.842
250.168    143.715    344.287    20.8954    155.586    102.592    261.856    167.837
160.217    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    109.975    20.8954    472.144    102.592    261.856    167.837
187.481    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
59.151    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
348.758    86.4034    317.476    47.4337    402.806    134.701    270.371    146.055
463.813    65.0563    432.638    32.6072    684.706    33.5301    271.912    35.0682
469.398    95.5828    293.382    70.5716    298.753    35.4747    263.382    156.372
250.168    143.715    344.287    20.8954    472.144    102.592    169.715    167.837
304.292    135.305    254.822    21.2525    506.325    126.774    377.888    183.74
250.168    143.715    344.287    20.8954    472.144    102.592    27.817    167.837
250.168    143.715    344.287    20.8954    156.449    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    146.286    167.837
465.308    38.2653    343.463    34.9254    622.6    65.3694    353.336    63.3644
726.165    23.9167    253.418    49.8672    610.347    28.2839    562.265    89.4797
517.19    41.792    432.76    24.7572    449.362    86.3759    299.791    89.5785
250.168    143.715    344.287    20.8954    472.144    102.592    171.599    167.837
250.168    518.532    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    266.495
250.168    520.379    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    438.726
250.168    143.715    344.287    20.8954    472.144    102.592    44.7584    167.837
264.878    116.095    266.236    30.9977    391.652    119.803    275.376    182.603
250.168    143.715    344.287    20.8954    472.144    353.488    261.856    167.837
399.754    138.387    406.087    22.851    332.278    105.575    516.778    29.7397
250.168    143.715    344.287    20.8954    472.144    323.351    261.856    167.837
369.404    82.2834    285.92    28.7564    510.903    90.4904    410.817    126.323
278.062    118.215    270.264    50.2408    357.547    179.081    483.009    93.281
704.909    62.7436    253.342    66.3417    327.425    60.2551    449.377    53.6247
250.168    143.715    344.287    20.8954    151.483    102.592    261.856    167.837
510.125    25.4439    368.503    23.9882    302.858    23.9167    304.476    174.967
250.168    254.868    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    63.6006    102.592    261.856    167.837
250.168    143.715    101.713    20.8954    472.144    102.592    261.856    167.837
377.369    65.6825    315.737    28.7619    558.893    96.3518    264.939    62.7546
572.016    54.5036    251.755    64.6498    433.538    52.7952    319.048    196.616
258.057    177.851    299.959    51.757    512.185    56.2725    361.667    99.5654
325.839    85.1125    362.43    24.2573    354.373    27.6247    333.483    147.05
279.511    38.974    295.015    35.3813    635.128    35.8153    526.437    31.5635
282.579    22.7906    297.105    60.5573    596.66    39.5727    711.852    34.4145
411.29    183.372    441.58    24.0266    258.362    116.672    306.49    74.6971
372.379    38.6773    387.73    32.2941    352.939    176.236    570.093    33.3158
275.575    77.2131    283.815    65.3694    564.585    20.7855    476.798    54.8222
393.391    39.9683    274.628    60.2387    617.458    33.986    519.677    66.3967
345.218    118.929    387.349    40.8911    389.21    29.4211    348.3    103.444
572.489    81.2342    342.303    40.3253    344.79    51.5372    270.6    178.197
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    250.595
498.558    25.8065    265    69.5389    731.124    51.9382    587.382    27.0919
378.086    177.236    261.521    45.4946    347.232    83.1788    256.47    101.191
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    254.41
431.997    157.833    291.154    64.2927    326.647    35.5956    297.823    84.5137
250.168    143.715    344.287    20.8954    472.144    375.065    261.856    167.837
172.215    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
570.063    44.6431    395.375    20.5988    283.143    165.87    437.033    105.119
250.168    143.715    25.9767    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    470.954
401.952    59.1675    265.717    23.7574    330.798    154.51    687.727    77.702
430.41    114.864    256.211    26.3063    261.032    199.923    357.913    70.0113
250.168    398.808    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    336.352    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    454.398
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    504.921
250.168    143.715    344.287    20.8954    61.2165    102.592    261.856    167.837
301.943    87.579    307.97    24.8341    457.358    60.5847    434.149    172.94
689.161    34.2332    310.335    56.5856    725.28    22.06    364.093    51.9657
486.534    100.977    264.42    37.0403    280.549    148.072    297.38    156.899
504.616    23.4938    320.208    47.7139    593.135    43.2862    365.604    170.929
289.949    106.839    434.225    24.9495    430.761    34.9364    293.657    174.209
95.0829    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    75.1585    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    301.164    261.856    167.837
250.168    143.715    344.287    20.8954    49.2025    102.592    261.856    167.837
345.676    60.6671    298.097    48.7301    388.691    192.304    359.775    84.9147
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    375.66
250.168    143.715    344.287    20.8954    472.144    316.927    261.856    167.837
250.168    143.715    344.287    20.8954    64.7761    102.592    261.856    167.837
438.879    103.713    304.552    38.6828    354.724    76.8285    311.296    189.958
33.997    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
68.6215    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
326.907    101.73    313.448    55.2068    541.482    60.1947    575.159    37.6061
302.126    105.322    251.526    63.6775    257.935    182.993    395.512    132.635
256.333    20.4559    283.906    66.4241    526.605    89.0347    398    44.2421
528.863    28.5202    302.767    47.159    706.191    59.2883    329.211    82.2944
99.8456    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
484.855    71.6483    298.357    25.4769    268.555    186.602    512.246    85.6783
250.168    143.715    344.287    20.8954    67.7425    102.592    261.856    167.837
250.168    143.715    84.8323    20.8954    472.144    102.592    261.856    167.837
359.302    157.07    346.896    22.8565    311.525    60.3101    354.831    184.421
743.271    38.9355    259.4    26.0866    324.694    124.577    365.39    156.987
147.039    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    344.546    261.856    167.837
507.82    58.8708    314.257    28.3663    441.778    103.823    565.882    74.7795
250.168    143.715    344.287    20.8954    472.144    102.592    194.199    167.837
302.355    100.428    261.994    77.6965    287.507    128.455    314.592    147.533
250.168    143.715    168.661    20.8954    472.144    102.592    261.856    167.837
466.285    118.419    337.725    23.6531    286.561    108.827    389.622    124.445
402.73    36.7162    269.227    20.1263    529.534    143.666    264.954    142.523
649.38    42.4128    255.646    47.1975    475.242    29.2892    408.406    28.5366
453.864    40.2374    269.73    24.3178    495.476    161.915    499.031    25.1747
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    501.274
250.168    143.715    344.287    20.8954    472.144    333.178    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    347.247
250.168    518.853    344.287    20.8954    472.144    102.592    261.856    167.837
348.132    164.848    295.9    53.6302    306.673    43.2533    467.658    76.3231
451.117    66.5944    259.735    28.6245    374.119    104.63    647.351    82.1625
648.968    23.8179    313.036    31.1405    334.902    191.095    360.767    146.599
145.55    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
499.87    138.085    254.517    21.7194    292.589    194.259    251.022    137.195
297.639    29.9924    294.801    72.758    454.81    21.1261    425.787    24.3837
493.08    33.9256    264.786    61.0901    323.397    63.8148    645.825    39.4519
394.505    143.99    266.923    27.2787    700.514    37.8478    450.98    127.856
117.545    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    333.834    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    504.936
373.905    175.231    316.027    43.852    289.003    81.5693    391.865    73.4886
546.075    24.2738    265.336    32.7995    252.655    130.927    726.44    71.2912
702.452    57.2503    323.885    22.6478    327.029    135.157    509.239    46.9723
472.175    38.1719    255.036    81.3385    360.553    22.1259    271.256    149.368
250.168    143.715    344.287    20.8954    102.153    102.592    261.856    167.837
462.958    113.711    342.441    21.1811    250.519    192.589    343.89    93.9183
250.168    143.715    344.287    20.8954    156.24    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    142.452    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    364.841    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    445.7
250.168    143.715    344.287    20.8954    100.873    102.592    261.856    167.837
375.584    101.757    266.846    64.4191    378.178    29.4101    464.026    50.7791
250.168    284.974    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    314.547    261.856    167.837
466.681    38.3312    271.256    86.1397    284.913    73.2139    282.685    117.331
303.362    78.8556    256.745    111.524    546.289    32.2776    308.351    66.8361
26.0482    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    175.412    102.592    261.856    167.837
91.3034    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
499.153    32.371    271.744    68.9291    374.744    40.7263    258.454    158.762
382.038    161.668    302.492    46.2966    499.428    70.4398    286.821    93.8304
454.23    36.2877    273.362    45.6209    565.119    21.2799    265.061    51.2241
385.578    146.742    352.191    35.266    425.237    82.8108    281.495    147.061
147.643    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
442.923    148.885    300.02    38.9959    281.526    43.7037    384.327    105.449
250.168    143.715    190.991    20.8954    472.144    102.592    261.856    167.837
280.274    141.386    270.463    68.3193    256.226    118.682    320.437    160.399
322.665    84.8653    397.877    27.004    647.519    49.3728    324.358    65.5947
250.168    143.715    344.287    20.8954    472.144    377.979    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    41.3306    167.837
250.168    143.715    344.287    20.8954    40.9571    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    373.463
250.168    451.575    344.287    20.8954    472.144    102.592    261.856    167.837
487.983    182.3    266.984    21.4118    393.712    97.6592    287.233    136.316
499.229    68.5116    376.53    26.2239    430.242    43.4675    361.82    56.4483
250.168    143.715    344.287    20.8954    472.144    102.592    176.807    167.837
593.623    69.2257    346.24    23.3619    513.771    21.4118    279.511    135.695
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    396.596
250.168    143.715    344.287    20.8954    472.144    102.592    24.2299    167.837
32.36    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
267.67    156.905    250.29    66.1824    323.214    94.1929    342.013    170.677
250.168    143.715    182.268    20.8954    472.144    102.592    261.856    167.837
266.129    160.657    255.722    46.3735    355.625    176.467    272.584    41.6272
253.784    181.751    254.532    36.469    349.704    27.6907    402.577    129.136
371.677    199.165    422.094    20.2252    296.663    127.587    691.404    25.1747
542.184    20.3461    280.427    58.1732    349.704    64.6113    346.866    50.6034
250.168    143.715    344.287    20.8954    472.144    102.592    70.4892    167.837
250.168    418.004    344.287    20.8954    472.144    102.592    261.856    167.837
368.336    56.1241    362.354    25.334    324.923    125.648    536.34    116.677
704.283    24.565    254.669    81.4814    331.149    193.271    276.78    37.4798
456.397    76.3726    275.178    52.9765    599.681    65.8858    331.759    67.4239
385.06    154.274    384.648    21.9227    546.106    72.9557    283.799    155.998
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    345.752
250.168    143.715    47.2854    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    153.823    167.837
250.168    143.715    344.287    20.8954    472.144    275.834    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    336.016
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    349.811
250.168    143.715    344.287    20.8954    472.144    283.052    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    192.71    167.837
250.168    143.715    344.287    20.8954    472.144    303.591    261.856    167.837
334.231    134.349    281.404    60.7221    398.762    33.9476    338.168    169.951
481.91    36.8755    284.272    23.5267    625.637    43.3576    428.61    143.111
250.168    391.133    344.287    20.8954    472.144    102.592    261.856    167.837
366.642    193.161    282.228    49.263    444.54    25.6032    501.427    59.0301
641.644    55.6297    349.704    32.1403    638.668    26.3448    324.816    104.213
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    433.935
250.168    354.129    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    502.251    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    123.099    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    261.856    283.097
250.168    143.715    70.9781    20.8954    472.144    102.592    261.856    167.837
291.231    120.913    292.482    27.026    331.042    65.7869    472.373    142.221
529.778    52.6908    251.419    45.7143    290.91    165.672    259.796    44.4124
497.826    39.1223    268.067    20.2472    646.542    29.877    531.976    56.8218
250.168    143.715    344.287    20.8954    177.175    102.592    261.856    167.837
674.802    34.5024    257.675    23.3894    476.295    58.4753    473.06    117.254
706.786    29.3606    365.223    39.9847    509.865    31.1954    553.43    59.6179
412.496    117.183    346.515    25.0978    558.771    24.12    398.167    184.251
250.168    143.715    344.287    20.8954    472.144    102.592    45.6923    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    193.836    167.837
93.1767    143.715    344.287    20.8954    472.144    102.592    261.856    167.837
250.168    143.715    344.287    20.8954    472.144    102.592    73.7852    167.837
445.776    25.9932    465.537    27.9489    284.288    47.9885    321.871    82.1131
259.629    125.758    358.737    43.9839    403.325    60.4804    290.071    127.367
650.754    26.5426    366.962    28.8827    329.318    149.846    413.152    124.274
304.43    39.5618    271.928    27.6522    303.148    77.224    334.643    33.5466
299.791    165.485    287.187    34.2772    476.279    73.95    427.038    132.679
328.097    73.3348    270.096    90.8475    371.662    36.881    384.159    108.585
411.336    126.598    331.24    28.7069    617.794    77.4108    350.757    52.5205
250.168    143.715    140.584    20.8954    472.144    102.592    261.856    167.837
650.51    45.4506    267.243    36.4031    397.694    92.2428    314.531    87.1725
